ENSG,GM18486,GM18498,GM18499,GM18501,GM18502,GM18504,GM18505,GM18507,GM18508,GM18510,GM18511,GM18516,GM18517,GM18519,GM18520,GM18522,GM18523,GM18852,GM18855,GM18858,GM18861,GM18862,GM18870,GM18871,GM18907,GM18909,GM18912,GM18913,GM18916,GM19092,GM19093,GM19098,GM19099,GM19101,GM19102,GM19108,GM19114,GM19116,GM19119,GM19127,GM19128,GM19130,GM19131,GM19137,GM19138,GM19140,GM19143,GM19144,GM19147,GM19152,GM19153,GM19160,GM19172,GM19192,GM19193,GM19200,GM19203,GM19204,GM19207,GM19209,GM19222,GM19257,txStart,txEnd,chr
ENSG00000162777,0.019078041,-0.101084301,-0.683261014,-0.117758479,-0.379680372,-0.486645981,-0.681060492,NA,-0.313405855,NA,-0.32165855,NA,-0.645893039,NA,0.284190392,NA,-0.413946359,NA,-0.442510439,NA,-0.323925544,-1.374717525,-0.001464188,NA,NA,NA,NA,-0.153819631,-0.043469048,NA,-1.016502619,NA,-0.5846262,NA,0.192378289,-0.33842512,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2522609,-0.190014186,NA,NA,-0.481375533,0.06802628,0.130614736,NA,NA,NA,-0.403743764,-0.286045434,NA,0.227638083,-0.191931012,NA,-0.801300945,111531325,111548554,chr1
ENSG00000162813,0.217353666,0.166829729,0.335584051,-0.208503119,-0.351120842,0.602632789,0.334835268,0.332217078,-0.226642725,0.395161912,0.29338059,0.541400081,0.281709501,0.329215348,0.185888052,0.181699262,0.270584121,0.178090197,0.286131296,0.187159396,0.118445121,0.468883485,-0.098479338,0.624562724,-0.068811686,0.064404183,0.405476978,0.145902949,0.340925937,-0.125144695,-0.132160304,-0.011893448,0.06627765,0.151051466,0.193207309,0.07947399,0.441097631,0.001289522,0.520012079,0.037945491,0.723611535,0.217619853,-0.203859515,0.209525469,0.34754549,-0.262541645,0.192396374,0.152483872,0.152615566,-0.025474643,0.37328647,0.067210496,0.65383344,0.46594863,0.323412197,0.765027946,0.167526366,0.221703799,0.190109173,0.353230343,0.318909417,0.219088625,218297446,218329814,chr1
ENSG00000162819,0.005537806,NA,-0.219424869,-0.535959999,-0.156003292,NA,-0.042454652,0.182558233,-0.300248625,0.446312637,NA,0.577887401,NA,-0.153423717,-0.264652408,0.139469017,1.077102751,NA,0.209836108,NA,-0.250218084,0.357994775,0.125295012,0.722155449,NA,0.108362943,-0.322503697,-0.475938411,-0.083568773,-0.13261258,-0.467250589,0.304059822,-0.11900922,0.008200686,-0.713803011,0.19098294,0.003314886,0.292925197,-0.306469586,NA,0.015856825,-0.218529967,0.166235365,0.171502944,-0.22329457,NA,NA,0.407810222,0.658901776,0.083106117,0.084638565,-0.230451554,-0.159450795,-0.05470377,0.084197447,-0.778896024,0.040359086,0.020270359,-0.054778487,-0.200803097,0.049758872,0.068907165,220952528,220972732,chr1
ENSG00000162851,NA,0.223285039,0.749566621,NA,0.695110808,1.263905309,0.254763278,-0.054006517,0.077333505,0.421797867,NA,0.384521101,1.059421701,1.116778393,0.886928392,0.186289072,NA,0.164725497,0.999248361,NA,-0.049610744,NA,0.084247127,NA,NA,0.134316273,0.108807898,-0.140346801,0.030340057,NA,NA,NA,-0.24795892,NA,-0.413471431,NA,0.562923436,NA,-0.294668046,-0.245266179,0.00768839,NA,0.420186945,-0.165753466,0.01107663,1.39378465,NA,NA,NA,NA,0.204807945,0.301890406,0.229297775,-0.19408893,NA,NA,NA,NA,-0.549641097,0.139171223,-0.315369993,0.214540805,244770494,244796186,chr1
ENSG00000162869,-0.068323374,0.196195449,0.158089041,0.182415901,0.161398523,0.026911949,0.693035998,0.014048478,-0.096599205,0.505606757,0.16995598,0.266051201,0.047893336,-0.063108162,0.219037627,0.296774977,0.108534531,0.297548412,0.069611121,0.364755371,-0.425059729,0.554640845,-0.233469538,0.133139729,0.465933004,NA,0.460479448,0.020372669,0.055399432,-0.088258715,-0.027339209,0.345296517,-0.24345016,0.598946236,0.167457079,0.19777514,0.360685041,-0.021336408,0.247277744,0.068556431,0.017494845,0.465538843,-0.036375845,0.111977749,0.326369155,-0.133670475,0.204215794,NA,0.280583236,0.358130147,0.280464105,0.386491666,0.159344595,-0.09477083,-0.073895213,0.219588436,0.504933796,0.234109599,0.021641453,0.718175708,0.556693852,0.388605025,48521411,48596029,chr2
ENSG00000162882,-0.563847419,-0.077623111,-0.703215249,1.546062471,-0.038006162,-0.863561071,0.527569008,1.056945983,0.530881965,-0.460041143,-0.02150497,NA,0.105011921,-0.511884882,0.218831497,-1.006900813,1.286390561,-0.292384783,-0.391191764,0.322729931,-0.528743399,-0.727095575,0.259414052,1.331287079,0.547211349,-0.174421937,0.069929568,0.001960609,-0.041816083,0.872576685,-0.074857149,0.602188897,0.717067545,0.153635921,0.452518844,-0.14987823,0.026180666,-0.036230928,-0.263269711,0.475339321,0.118060175,0.181329133,0.269197205,-0.459435386,0.035061345,-1.58497333,0.486644669,NA,NA,NA,-0.440985065,0.382161781,0.69915176,0.18229388,-0.016859993,-0.028600924,-0.486480964,0.530517259,0.562953573,0.093721438,-0.140474308,-0.55409218,42847137,42873245,chr2
ENSG00000162889,-0.126915479,NA,-0.497210439,-0.776652429,-0.118733562,0.281699769,0.228099613,NA,NA,-0.846772183,NA,-0.070329399,-0.175779239,-0.510758942,-0.232156598,NA,NA,NA,-0.473815109,-0.550541174,-1.282988624,-1.119175665,-1.381758678,NA,-1.020781746,NA,-0.376894752,NA,NA,-1.493814325,NA,NA,NA,-0.795000084,-0.616237971,NA,NA,-1.217874368,-0.592254616,-1.061241039,NA,NA,NA,NA,-0.755235819,-0.56359549,NA,0.058919307,-0.675088694,NA,NA,NA,NA,NA,NA,-0.309057469,NA,-0.266349341,NA,-0.118518712,-1.185508653,NA,204924911,204974249,chr1
ENSG00000162910,-0.218871109,0.075197399,-0.149366869,-0.038858659,-0.343700132,-0.044950931,0.052476488,-0.191845972,0.10067959,0.136524952,NA,-0.114777569,0.232020161,0.146959053,-0.007900873,NA,0.096590181,NA,-0.327311219,0.228677686,NA,-0.003028025,0.250083522,NA,0.098251384,NA,NA,NA,-0.118852908,0.07649683,0.180202256,-0.134296888,NA,0.303321586,0.215061979,-0.09464688,-0.240962204,NA,-0.164677366,NA,NA,NA,NA,NA,-0.25949352,0.204212965,-0.129472936,0.142162197,NA,-0.027424753,-0.366684765,0.228239276,-0.036155685,-0.41366458,NA,NA,NA,-0.082432461,-0.016545437,-0.510149042,NA,0.19884186,226361002,226363627,chr1
ENSG00000162923,-0.191425309,NA,0.015373081,-0.107753509,0.029821408,-0.201955901,NA,-0.091066452,-0.206652615,0.010650377,0.270154565,NA,0.260205366,-0.118436372,0.238077322,0.024443782,0.034301776,NA,0.054208851,NA,-0.184169169,0.066730815,-0.244100698,NA,-0.183181786,NA,0.155041128,0.025158959,NA,-0.233318715,NA,NA,-0.15730773,0.308790946,0.126681789,0.14948105,0.166847501,NA,NA,NA,0.305932585,NA,NA,NA,-0.12796683,NA,NA,-0.197177003,0.027140046,-0.175962213,NA,-0.338115074,NA,-0.00816845,NA,NA,0.089273926,NA,-0.070286642,-0.109525182,-0.189646023,0.136785775,222639727,222688624,chr1
ENSG00000162924,1.549459161,1.358042914,0.975814591,1.103321861,1.369794398,1.293825999,0.868362428,0.567536338,1.466326745,1.138469327,0.853714265,-0.273314774,1.139641071,1.236226973,1.320160452,0.777055557,1.110958091,0.627874377,1.219395881,NA,0.242011276,1.98837368,-0.096798138,NA,1.033235219,1.250812073,1.420560513,1.745214619,2.159745172,1.707494715,1.873349486,1.013932202,1.34903266,1.867593701,1.346916739,1.45581106,1.380364196,1.151396052,1.179450609,1.202976031,1.733598255,1.230020723,NA,0.148171964,1.36134194,0.568268635,NA,NA,NA,1.627913367,1.576252625,0.831578846,1.899679485,0.1405133,1.085824687,1.807087906,1.332213976,1.417756229,0.058145373,1.679188453,NA,0.59201099,60962255,61003682,chr2
ENSG00000162959,-0.001589334,-0.013542731,0.231247411,-0.212190809,0.190404968,0.034996919,0.114128318,-0.011834977,0.108393155,0.086947067,0.045479315,0.151042061,-0.141868424,-0.137757737,-0.168693148,-0.258178388,-0.113704019,-0.318552883,0.096172771,0.011010796,-0.214233559,-0.068459265,-0.169939943,0.011439829,-0.268955806,-0.173962177,0.057104108,-0.484075261,-0.093064028,-0.07358583,-0.090070809,-0.263269633,-0.19960228,-0.123785924,-0.284153661,-0.31949096,-0.090447124,0.038515832,-0.008297356,-0.311452819,-0.413842085,-0.069503307,0.235672595,-0.137466566,0.156698525,-0.155692995,-0.315787156,-0.084041643,-0.353175034,-0.220152113,-0.044005175,-0.069629249,-0.15728751,-0.24430912,0.370420547,0.424126011,-0.005201374,0.009257854,-0.169207567,-0.176673867,-0.105546558,-0.184878395,31946395,32089547,chr2
ENSG00000162961,0.047111211,NA,-0.003595119,NA,-0.150344167,-0.109862571,0.030284458,-0.182960522,0.183635605,-0.186387113,0.19865194,NA,0.139607541,NA,-0.263030183,-0.027490503,0.125856911,0.076751692,0.371780411,0.241422916,0.039535916,0.07615257,-0.126488988,NA,-0.083437546,0.095423313,-0.157596932,0.035263504,0.226840582,-0.0094613,-0.048624509,0.074573952,NA,-0.406808294,NA,NA,0.239167256,0.111915927,NA,0.104613151,0.045051025,0.201853903,0.10171122,0.241831624,-0.02463405,-0.12183574,NA,-0.032031858,0.140348426,NA,NA,0.051972931,-0.156781095,-0.2106958,-0.010162533,-0.078875144,0.105338586,-0.049929211,0.167338893,NA,-0.001677903,0.271643905,32102475,32118366,chr2
ENSG00000162972,0.006176751,0.698147369,-0.043403139,0.393347501,0.172397958,0.278441404,0.002242418,0.408779988,0.53472635,0.189760787,0.42445963,0.148415131,0.510166331,0.367514908,0.021289702,NA,0.163753841,0.648395997,0.020252091,0.411235696,0.651640161,0.141769705,0.321599862,1.361192654,0.408476744,0.576247178,0.381388133,0.492454529,0.562517292,0.472186915,0.223410671,0.156916882,0.409746545,0.476713006,0.363638359,0.32174939,0.226722156,0.457061172,0.535852114,0.233251501,0.270145415,0.503823903,0.376649915,0.334816484,0.52188387,0.282465565,0.261771984,0.407264807,0.300269196,0.203394807,0.36653956,0.697078646,0.247592925,0.22384475,0.185274537,0.551190261,0.025280316,0.267313434,0.548328083,0.247088068,0.182015687,0.521052295,200528284,200537093,chr2
ENSG00000163002,0.043274811,-0.163555001,0.133021151,-0.185974659,0.110832733,-0.007871436,0.026785048,-0.048457637,0.044005645,0.020512297,0.02244001,-0.252296889,-0.165182249,0.035290433,-0.076236548,-0.028406623,-0.061919459,0.022665157,0.010845041,0.069385851,0.010993351,-0.049688215,0.036972012,-0.869309786,-0.002830326,-0.143976877,-0.084840452,0.015042679,0.055987982,0.13474366,-0.013434039,-0.287465138,-0.17718535,-0.082635429,-0.106243311,-0.24827511,0.049635671,0.075005652,-0.105173166,-0.085587734,-0.253608125,0.073011958,-0.101737095,0.066386084,-0.17330998,0.135619105,-0.015265216,-0.333670778,-0.088516919,0.072514127,-0.035435935,0.119498846,0.002247005,-0.1546606,-0.045095573,-0.115819994,-0.024398404,0.227388519,-0.082712837,-0.082430692,-0.003499988,-0.182043845,183690486,183734650,chr2
ENSG00000163029,0.334255541,-0.138465611,-0.027976739,0.039329301,-0.155357832,0.259124209,-0.069255502,-0.033606482,0.159130745,0.402632642,-0.05922632,0.197954421,-0.086184909,0.075895278,-0.202206248,0.227601382,-0.336229579,-0.014176363,0.065114781,-0.158976339,0.055989016,-0.144216605,-0.154253268,2.439172069,-0.351581741,-0.464502157,-0.412858182,-0.343062811,0.062073507,-0.29945007,-0.485317129,0.020314902,-0.16248392,-0.000886739,-0.392962081,0.041323885,0.006195156,0.089358702,0.042464724,-0.159951139,0.116726975,0.058536333,-0.30227286,-0.065169116,-0.23955958,0.326156815,-0.310116226,NA,-0.188782074,-0.172053273,0.057163925,0.088383961,-0.135686875,-0.029653895,0.051179097,-0.334501499,0.173523186,0.135752279,-0.161270522,0.337346668,-0.047223313,-0.132905695,17708561,17844943,chr2
ENSG00000163050,0.060961161,0.162604589,-0.028116454,0.504659831,0.253669318,0.488466219,0.360152478,NA,0.885750065,0.385476927,0.208182845,0.243915796,0.129536631,0.186926958,-0.326542028,0.348576267,0.232794711,0.654437137,0.117467406,0.103236136,0.681484436,0.239663145,0.452430297,NA,0.251088504,0.231728888,0.617867213,1.050936699,0.405940082,0.141332365,0.248320071,0.375617452,0.71926046,-0.013070804,0.730752319,0.35694248,0.894163806,0.344522912,-0.361569616,0.273845181,1.506051535,-0.326400132,0.272342905,-0.373359746,-0.79827578,-0.19231692,NA,0.145691637,0.335169906,0.162545052,0.624710295,0.784642586,1.013210385,-0.158715,-0.278768603,0.593941506,1.506109226,-0.559399681,0.364001403,0.449267148,-0.804128393,1.175238585,225151859,225241869,chr1
ENSG00000163104,-0.124794759,0.059563199,0.636160106,-0.212310049,0.613229663,0.314886699,-0.223584337,-0.191797102,-0.313707385,0.116201247,0.0702165,0.007028901,0.132176561,0.467177168,0.319805402,0.240721757,-0.735901649,-0.391479813,0.415225021,-0.174647954,-0.257355234,4.02125879,-0.229617828,NA,-0.341984141,-0.265746037,-0.528474082,-0.796494311,-0.741104548,-0.471365395,-0.565240109,-0.374180178,-0.40555888,-0.620857554,0.167446539,NA,-0.057945544,-0.154077258,NA,-0.539680699,-0.322228305,0.040621903,-0.243156645,-0.404020821,-0.558443844,0.769351175,NA,0.086913307,-0.394163689,-0.078357878,-0.643584725,-0.283928564,0.151320885,-0.49940404,-1.130299013,-0.799639059,-0.223531974,-0.144179706,-0.530863492,7.676975288,-0.100700843,0.197048715,95348216,95431462,chr4
ENSG00000163110,-0.496712469,-0.501773881,-0.614693969,-0.394432439,-0.840826942,-0.863923351,-0.231044132,0.434181008,-0.438813875,-0.466050623,-1.223590465,0.452062741,-0.721286299,-1.375304547,0.436364822,0.019918587,-0.470219509,-0.932442943,-0.461256604,-0.171265274,-0.467233179,-0.320206835,-1.431469058,-1.662643321,-0.863420786,-0.412936927,-0.667308372,-0.491715691,-0.818851178,-0.286324635,-0.121787119,-0.215091073,-0.34991638,-0.828978214,-1.419719421,-0.44787175,-0.770075814,-1.598902238,-0.923226966,-0.148974709,-1.319039405,-0.790223322,-0.665898365,-1.175906601,-0.73936014,-0.065355895,-1.326506931,0.010693987,-0.359936374,-0.407682983,-0.839387025,-0.563642904,-0.921788505,-0.49403318,-0.309513033,-0.281963494,-0.697680684,-1.040918886,-1.036717447,-1.171628882,-0.845943778,-0.408983335,95592060,95808400,chr4
ENSG00000163125,-0.138177214,-0.249917731,0.030869161,-0.491558719,0.011655598,-0.216933856,-4.30E-05,-0.041809492,-0.44194852,-0.320838773,-0.672981585,0.364636041,-0.507758469,-0.087270942,-0.134886028,-0.522549213,-0.595699134,NA,0.098923071,0.034882446,-0.562264084,-0.508278495,-0.481499918,-0.971692001,-0.355133881,-0.438035777,-0.416449982,-0.665023091,-0.739521188,-0.501993435,-0.762327769,-0.557590038,-0.84266756,-0.808700094,-0.855970761,-0.57371021,-0.403157454,-0.646528898,-0.303745926,-0.548148269,-0.745840575,-0.414612837,-0.280577575,NA,-0.29725149,0.096251785,-0.942377546,-0.827732173,-0.031143639,-0.444012133,-0.429083645,-0.257737714,NA,NA,-0.172481163,-0.491724974,0.001686196,-0.071399391,-0.291332742,-0.078244932,-0.378085208,-0.28058175,148603210,148712656,chr1
ENSG00000163131,-1.511897089,-0.023930681,-1.566822979,-0.634883199,-0.929929482,-0.398863751,-0.821370942,-0.013481892,-1.204594725,-0.485517048,-0.47779639,-0.216423179,-0.323567849,-0.903431802,0.309402322,-0.454224523,-1.212270174,-1.482024373,-0.980568449,-0.518634759,-0.854786454,-2.019077285,-0.879591678,1.072268779,-0.232042066,-1.000738792,-0.560573032,-0.915855056,-1.054992988,-1.67896443,-1.219337129,-1.206012488,-1.77770234,-0.786860734,-1.456695751,-0.7591604,-1.470799919,-1.482692123,-0.845463306,-0.748505189,-1.39200871,-0.791252532,-0.75338134,-1.445160056,-0.940806255,-1.36376121,-1.408064111,0.739782347,-0.322611154,-1.154294013,-1.456669705,-0.997720444,-1.410048415,-1.17479659,-0.513530553,-1.278028134,-1.602950504,-0.665586591,-1.468861837,-1.548421972,-1.123187223,-1.538771185,148969174,149004929,chr1
ENSG00000163161,0.177303781,0.419594519,0.115558791,0.489170411,-0.087311862,0.587474099,0.303700948,0.363702738,0.314456935,0.200138297,0.01479501,0.119732596,0.223539231,0.603658948,-0.018595813,0.492529957,0.483517611,0.329708127,0.042382991,NA,-0.017443634,0.171057635,0.110929652,-0.218127251,0.540938684,0.076478173,0.160707378,0.364876269,0.319733257,0.157454,0.381472371,NA,0.446903175,-0.097639874,0.367473779,-0.03251111,0.437783896,0.114234317,0.223234114,0.337982871,0.433565045,0.080323323,0.147558895,-0.024751671,0.18234953,0.179382965,0.437283844,-0.011236038,0.180743486,0.162614657,0.309431195,0.226659556,0.41395146,0.24059631,0.366184627,0.395853831,0.250406856,-0.036020671,-0.064842917,0.110166888,0.124751062,NA,127731335,127768222,chr2
ENSG00000163166,0.002669091,-0.107910281,-0.051311524,0.091218001,0.089048088,-0.328177291,0.098556563,-0.166055017,-0.107557735,-0.124767403,0.07735272,0.282939441,-0.349497529,0.021481128,-0.041773198,0.188961087,-0.111001129,0.237267102,0.221366051,0.263173386,0.083933831,-0.102370885,0.122965417,-1.472731471,0.089047789,0.020139533,0.233743558,0.013348819,-0.101493693,-0.00553334,-0.181864569,-0.079508338,0.09429744,0.020153306,0.071748909,0.10806071,-0.217893289,-0.090979613,0.149696144,0.087551021,0.168390385,0.132471493,-0.027710345,0.101296344,-0.290049725,-0.18158464,0.216202824,0.058601637,0.261207121,0.152010812,-0.09609819,-0.023800304,-0.141984515,-0.15435734,-0.065698713,-0.191345264,-0.014881004,0.039441819,-0.021189407,-0.158150382,0.140835407,-0.049149165,127954859,128000932,chr2
ENSG00000163170,-0.162955329,-0.542862031,-0.263858909,0.172335461,0.143366458,0.014261349,0.282940753,-0.400037782,-0.491776935,-0.453409828,NA,0.191221296,0.319092091,-0.206667072,-0.726050048,-0.621454233,-0.244580099,-1.008445093,-0.149774634,NA,-1.060412474,-0.144894015,-0.210356888,0.955892489,NA,NA,NA,NA,0.349089152,NA,-0.186540879,-0.428320198,NA,-0.188354764,0.236944329,NA,-0.050149779,0.104442122,-0.581882196,NA,-0.791595225,NA,NA,-0.502176126,-0.13255023,NA,0.098134704,-0.024220953,-0.409625144,-0.497282573,-0.574340825,NA,0.232522675,-0.71441091,NA,NA,NA,0.090016989,-0.487670317,-0.247603332,-0.667587193,-0.094167735,74216035,74228547,chr2
ENSG00000163191,-2.590905744,-0.693292516,-1.362770144,-1.352980399,-1.035593982,-0.423802136,-0.392391177,-0.002576132,-0.93075964,-1.319207333,-0.81679783,-0.655794539,-0.540898359,-2.220013332,-1.795360373,-0.682490903,-0.692738454,-2.413192198,-1.346032489,-0.796168304,-0.469092809,-1.563390035,-0.167814423,-0.887519991,-0.708544046,-1.017721747,-1.712202512,-0.826917956,-2.149482438,-0.1208943,-0.974055244,-1.206949208,-0.49720548,-1.479821579,-1.427704836,-1.04794189,-1.076325169,-1.740890813,-0.965684941,-1.081893629,-0.925699255,-0.910590592,-1.243124455,-0.839135336,-0.879342575,-1.385717005,-1.359030696,-1.399458003,-1.057228909,-0.760984763,-1.159325705,-0.946693359,-2.190292545,-0.54580066,-0.604048633,-2.323632199,-0.646147654,-3.007591831,-1.015552087,-2.411103672,-1.954691223,-0.541856935,150271605,150276135,chr1
ENSG00000163214,NA,0.099477704,NA,-0.052197719,0.368971058,NA,NA,-0.180807542,0.461196325,-0.295922058,NA,0.071260536,NA,0.183117603,0.232327382,NA,0.255670341,NA,-1.106945212,0.331103876,NA,NA,-0.085167308,-0.009683161,NA,NA,0.061808508,-0.352254871,-0.007560608,-0.048640615,NA,NA,NA,NA,0.071039709,NA,NA,0.047822912,NA,-0.095953004,NA,-0.144519797,0.039610415,NA,0.61449415,NA,NA,-0.515189733,0.065469676,0.108773552,-0.136598485,NA,0.319841365,-0.34927379,NA,NA,NA,0.254099419,NA,NA,NA,-0.0539468,38878381,38956525,chr2
ENSG00000163281,-0.005766824,NA,0.044128701,0.020361101,-0.264614112,0.276909154,0.322796268,0.182256218,0.032992485,0.040609737,0.47648363,-0.134140209,0.762725861,0.553148088,NA,0.479183677,0.460265136,0.325348857,0.526901581,0.443620886,NA,0.635467005,0.226969252,0.465480749,0.467231244,0.231169443,0.765141298,0.795176719,0.676336087,0.41238026,0.485149271,-0.000255298,0.311140665,0.573245356,0.814777099,-0.2166289,0.502571656,-0.377554658,0.642758829,NA,0.521366265,-0.079705012,NA,0.010460124,0.54758762,-0.700411735,1.045974249,NA,0.701813756,0.445559237,0.564275325,-0.069735854,0.458226175,0.30667225,NA,0.998497796,0.722821026,0.217639469,0.361931263,0.637115318,-0.050898038,-0.159432475,44398925,44423369,chr4
ENSG00000163320,-0.171357449,-0.430036096,-0.171753194,-0.506449059,-0.179742392,-0.409337861,-0.161003672,-0.132401832,-0.396386895,-0.562024753,-0.42832005,-0.003930659,-0.624739159,-0.535329747,-0.362593728,-0.338726748,-0.400211219,-0.209408138,-0.118544089,-0.164574224,-0.120461364,-0.64753225,-0.169788843,-1.930094011,-0.163577126,-0.395250302,-0.655767482,-0.572514491,-0.405506398,-0.686591635,-0.464741109,-0.367726883,-0.3359999,-0.460682259,-0.887081411,-0.33280003,-0.439991304,-0.055413918,-0.230162706,-0.304993999,-0.4740763,-0.090037767,-0.115166195,-0.065454576,-0.38521242,-0.84347477,-0.906692136,-0.487740053,0.169177626,-0.190454213,-0.324670885,-0.264867454,-0.494496055,-0.119029715,-0.104888323,-0.831896184,-0.107020244,-0.167422076,-0.204589602,-0.212185187,-0.272732658,-0.547519475,88183797,88190836,chr3
ENSG00000163344,0.019515726,-0.059789916,0.059522481,0.547618266,0.034597928,0.239258039,-0.115441307,0.210750448,0.197126185,-0.651131663,0.229207825,0.113580726,0.263107851,-0.064505087,0.216640062,0.106744792,0.521665501,-0.196942023,-0.231090169,0.255757736,-0.033966604,-0.108272145,0.480154812,0.552630809,0.032577814,0.316054248,-0.110770462,0.319620694,0.400740197,0.00944512,0.031307396,-0.283446618,0.177687945,0.153435896,-0.281998946,-1.12077216,0.425914696,-0.852503338,-0.208381811,-0.215110369,0.191347245,0.194772133,-0.048177305,0.438868394,-0.11377298,-0.348595005,-0.285115566,0.087256967,0.238151456,0.186998912,0.35417569,-0.402440634,0.517825155,0.286599655,-0.649876263,-0.614635019,0.053555876,-0.193916411,0.333446943,0.458194088,-0.045098828,-0.188725815,153163834,153176108,chr1
ENSG00000163346,NA,NA,NA,NA,1.657693958,0.648533479,NA,1.123815023,0.492345765,0.326225407,NA,0.488264931,NA,NA,NA,NA,NA,NA,0.714900193,NA,0.452446726,1.45265836,1.486733322,1.954191199,1.108579734,NA,1.620794518,1.648944369,1.671508107,1.811815435,2.238747491,NA,0.08569844,-0.551000654,NA,NA,0.177697081,0.303198832,1.023256894,0.704814011,NA,1.084016993,NA,NA,1.19421375,NA,NA,1.193877697,NA,0.351835532,-0.279401415,0.780027516,1.177430525,0.52530461,NA,NA,0.431884156,0.421900279,NA,NA,0.604763107,NA,153183175,153195221,chr1
ENSG00000163382,-0.487076144,-0.395244311,-0.361333724,0.151161371,-0.601358622,-0.414317481,-0.251836262,-0.326774862,0.101871515,-0.372180223,0.0606273,-0.601309079,0.066298466,-0.034015362,-0.264934998,-0.221893573,-0.093900199,-0.254481213,-0.133160709,-0.132317504,-0.061449909,0.371899295,0.085812212,-0.458774796,0.042066754,-0.028331037,0.181398783,0.192208379,-0.003274058,-0.058695585,-0.072754859,-0.068345198,0.01176773,-0.245463819,0.478758474,-0.04170036,0.201946116,0.062659292,-0.147111706,-0.052883249,0.149663985,-0.501106727,-0.344760855,0.079074649,-0.12773196,-0.814699035,0.474160724,-0.525615203,-0.161764684,-0.099569833,0.309837805,-0.108191184,-0.299000295,-0.207109035,-0.499898243,0.008570286,0.115549506,-0.134393221,0.495092693,0.210247198,0.050084937,0.250668425,154828177,154830715,chr1
ENSG00000163389,-0.528009299,0.335700474,-0.093476279,0.376578816,0.388639828,0.278515869,0.540395758,0.525391288,-0.006638885,-0.219656658,0.10190674,0.122906921,0.142147476,0.086008428,-0.208650118,-0.074173193,0.200541846,0.292679682,-0.143432229,-0.086128824,0.032894891,-0.065962835,-0.250231528,1.417549449,0.080536449,-0.189422157,0.683705008,0.145398749,0.222099767,-0.24508841,0.561016131,0.238553922,-0.10639404,0.116041321,0.771157809,0.18057319,0.068848996,0.026368582,0.237318874,0.088655081,0.25924912,-0.009476872,-0.046001145,0.305081829,0.63477956,-0.465493435,0.624091974,0.213852232,-0.971001484,-0.486420928,0.260959655,-0.206595329,0.826979185,0.046163895,0.658780112,0.411413526,-0.009731904,0.341356859,0.101938688,-0.224557892,-0.014496873,-0.831389315,120670488,120696240,chr3
ENSG00000163399,-0.712967914,-0.320193101,-0.448823904,-0.057475929,-0.472130582,-0.789534941,-0.334543992,-0.142605172,-0.283144035,-0.254529113,-0.367262825,-0.236238074,-0.275080279,-0.639199992,-0.611138868,0.234786897,-0.156301714,-0.438295748,-0.750561329,-0.035572909,-0.530888044,-0.49804436,-0.347442068,-0.159312271,-0.565798226,-0.418455122,-0.375512022,-0.581964301,-0.669733708,-0.385650325,-0.269401619,-0.118797378,-0.43662483,-0.229431764,-0.247779701,-0.26195513,-0.561352204,-0.739781198,-0.367082021,-0.507713114,-0.628001645,-0.725155232,-1.008874185,-0.400834661,-0.27997547,-0.172251565,-0.298934566,-0.489445513,-0.247813704,-0.443422243,-0.436701285,-0.312333744,-0.404568615,-0.21588076,-0.394430663,-0.402614904,-0.648669499,-0.665668026,-0.361826297,-0.705499522,-0.148211613,0.004319575,116717404,116748917,chr1
ENSG00000163463,-0.113785814,0.433802204,-0.191746074,0.047420986,-0.503472667,-0.279506301,-0.331844552,0.142645088,-0.07249522,0.249282517,-0.048039515,NA,0.120154211,-0.452463692,-0.096892713,-0.904029018,-0.474336169,-0.093242993,-0.200352619,0.253426576,0.277351956,0.034099275,0.032069407,1.967367009,0.029216554,-0.006613672,-0.146828367,0.003797914,-0.243326843,-0.0745929,-0.230398244,-0.323361863,-0.086227845,0.048367276,-0.631302511,NA,-0.317667794,-0.144614468,0.114287464,0.047836141,0.12949885,0.065096823,0.453145715,-0.081678841,0.11430437,-0.445879325,-0.591128866,0.881549277,0.018158756,0.133456567,-0.376556415,-0.243669874,-0.302207985,-0.043639595,NA,-0.265120069,NA,0.550226979,0.135867823,-0.593835252,0.277310972,0.44041183,153408508,153412428,chr1
ENSG00000163466,-0.038835134,-0.181334131,-0.141380574,-0.399818929,-0.031271942,0.043469459,0.253505578,0.041055358,-0.212495325,-0.020678333,-0.12994117,0.265527421,-0.103554079,-0.357139972,0.076456712,-0.109079343,0.129375491,0.042971147,-0.170156819,0.000884721,-0.455656154,0.300249135,-0.394784778,-0.075864281,-0.182038676,-0.314543592,0.076626063,-0.170310411,-0.133922908,-0.254687315,-0.317032859,-0.068590518,-0.43695356,0.119329186,0.373218819,0.035856815,-0.042743674,-0.359536523,0.036949964,-0.262299319,-0.156721295,-0.079864057,-0.223466455,-0.234856091,0.13118782,-0.301219995,0.313699104,-0.072424453,-0.049862914,-0.309006173,-0.236989405,-0.286114204,0.258364935,0.04840838,0.143107632,0.236849126,0.002107671,-0.036443101,0.001981653,-0.034825282,-0.124258203,-0.243579655,218790118,218827324,chr2
