Gene	Length
SGOL2	1265
SGPL1	568
SGPP1	441
SGPP2	399
SGSM1	1148
SGSM2	1006
SGSM3	749
ECD	644
SGTA	313
SGTB	304
SH2D1A	128
SH2D1B	132
SH2D2A	389
SH2D3A	576
SH2D4A	454
SH2D4B	431
SH2B1	756
SH2B2	632
SH2B3	575
SH2D3C	860
SH2D5	423
SH2D6	175
SH2D7	451
SH3D19	790
SH3D21	640
SH3BP4	963
SH3BGR	239
SH3GL1	368
SH3GL2	352
SH3GL3	347
SH3KBP1	665
SH3BGRL	114
SH3BGRL2	107
SH3BGRL3	93
SH3RF1	888
SH3RF2	729
SH3RF3	882
SH3YL1	342
SHANK1	2161
SHANK2	1470
SHANK3	1731
SHANK2-AS3	123
SHBG	402
SHB	509
SHC1	583
SHC2	582
SHC3	594
SHC4	630
SHCBP1	672
SHD	340
SHE	495
SHF	423
SHH	462
INPP5D	1189
INPPL1	1258
SHKBP1	707
SH3GLB1	365
SH3GLB2	395
SHOC2	582
KIAA1598	631
SHOX2	331
SHOX	292
SHCBP1L	725
SHPK	478
SHPRH	1683
SIRPA	504
SHQ1	577
SHROOM1	852
SHROOM2	1616
SHROOM3	1996
SHROOM4	1493
SHARPIN	387
SHISA2	295
SHISA3	238
SHISA4	197
SHISA5	240
SHISA6	500
SHISA7	538
SHISA8	492
SHISA9	424
SMIM11P1	58
SIPA1L1	1804
SIPA1L2	1722
SIPA1L3	1781
ST3GAL6	331
ST3GAL1	340
ST3GAL2	350
ST3GAL4	333
ST6GALNAC1	600
ST6GALNAC2	374
ST6GALNAC3	305
ST6GALNAC4	302
ST6GALNAC5	336
ST6GALNAC6	333
ST8SIA1	356
ST8SIA2	375
ST8SIA3	380
ST8SIA4	359
ST8SIA5	376
ST8SIA6	398
SIAE	523
SIAH1	282
SIAH2	324
SIAH3	269
IBSP	317
NANS	359
ST6GAL1	406
ST6GAL2	529
ST3GAL3	375
ST3GAL5	418
SIDT1	827
SIDT2	832
SIGLEC10	697
SIGLEC11	698
SIGLEC12	595
SIGLEC14	396
SIGLEC15	328
SIGLEC16	481
SIGIRR	410
SIGLECL1	197
SIGLEC5	551
SIGLEC6	453
SIGLEC7	467
SIGLEC8	499
SIGLEC9	463
SIK1	783
SIK2	926
SIK3	1263
SIKE1	207
SIL1	461
SMIM10	83
SMIM11	58
SMIM12	92
SMIM13	91
SMIM14	99
SMIM15	74
LINC00862	91
SMIM17	118
SMIM18	95
SIM1	766
SMIM22	135
SMIM23	156
SMIM24	130
SIM2	667
SIMC1	872
MAPKAP1	522
SIN3A	1273
SIN3B	1162
SIPA1	1042
SIRT1	747
SIRT2	389
SIRT3	399
SIRT4	314
SIRT5	310
SIRT6	355
SIRT7	400
SIRPB1	398
SIRPB2	342
SIRPB1	398
SIRPD	197
SIRPG	387
SIT1	196
SIVA1	175
SIX1	284
SIX2	291
SIX3	332
SIX4	781
SIX5	739
SIX6	246
SKIV2L2	1042
SKA1	255
SKA2	121
SKA3	412
SKAP1	359
SKAP2	359
KNSTRN	316
SKIDA1	827
SKIL	684
SKINTL	218
SKIV2L	1246
SKI	728
SKOR1	965
SKOR2	1001
SKP1	163
SKP2	424
KIAA1217	1943
SLC9A1	815
SLC9A2	812
SLC9A3	834
SLC9A4	798
SLC9A5	896
SLC9A6	669
SLC9A7	725
SLC9A8	581
SLC9A9	645
SLC9B1	515
SLC9B2	537
SLC9C1	1177
SLC9C2	1124
SLC9B1P1	282
SLAMF1	335
CD84	345
SLAMF6	332
SLAMF7	335
SLAMF8	285
SLAMF9	289
SLAIN1	568
SLAIN2	581
SLA	276
SLA2	261
SLBP	270
SLC3A1	685
GINS4	223
SLFN5	891
GHRH	108
SLITRK1	696
SLITRK2	845
SLITRK3	977
SLITRK4	837
SLITRK5	958
SLITRK6	841
NUGGC	796
SLIRP	109
SLIT1	1534
SLIT2	1529
SLIT3	1523
SLK	1235
SLMAP	828
SLMO1	172
SLMO2	194
SLFN11	901
SLFN12	578
SLFN13	897
SLFN14	912
SLFNL1	407
SLPI	132
SLTM	1034
SLU7	586
SLURP1	103
SLX1A	275
SLX4IP	408
SLX4	1834
SMAD5-AS1	95
SMAD1	465
SMAD2	467
SMAD3	425
SMAD4	552
SMAD5	465
SMAD6	496
SMAD7	426
SMAD9	467
SAMD4A	718
SAMD4B	694
SMAGP	97
C2orf88	95
SMARCAL1	954
SMAP1	467
SMAP2	429
SMAP	183
IGHMBP2	993
SFMBT1	866
SFMBT2	894
SMC1A	1233
SMC1B	1235
SMC2	1197
SMC3	1217
SMC4	1288
SMC5	1101
SMC6	1091
SMARCA1	1054
SMARCA2	1590
SMARCA4	1647
SMARCA5	1052
SMARCE1	411
SMCO1	214
SMCO2	343
SMCO3	225
SMCO4	59
SMCR5	140
SMCR8	937
SMCR9	180
SNRPD1	119
SNRPD2	118
SNRPD3	126
SAYSD1	183
SMEK3P	832
	159
SMG1	3661
SMG5	1016
SMG7	1137
SMG8	991
SMG9	520
SMCHD1	2005
SMIM19	107
SMIM20	168
SMIM21	101
SMIM1	78
SMIM2	85
SMIM3	60
SMIM4	70
SMIM5	77
SMIM6	62
SMIM7	75
SMIM8	97
SMIM9	99
SMKR1	65
SMLR1	107
SMN1	294
SMOC1	434
SMOC2	446
SMOX	555
SMO	787
SMPX	88
SMR3A	134
SMR3B	79
SMARCC1	1105
SMARCC2	1214
SMARCAD1	1026
SMARCD1	515
SMARCD2	531
SMARCD3	483
SMRP1	262
SGMS1	419
SGMS2	365
SST	116
SMTNL1	457
SMTNL2	461
SMTN	917
SMU1	513
SMURF1	757
SMURF2	748
SMUG1	270
SMYD1	490
SMYD2	433
SMYD3	428
SMYD4	804
SMYD5	418
SLFN12L	588
NAPA	295
NAPB	298
NAPG	312
SNAI1	264
SNAI2	268
SNAI3	292
SNAPIN	136
AANAT	207
SNCAIP	919
SND1	910
SNED1	1413
SMARCB1	385
SNF8	258
SYNGR1	233
	223
SYNGR2	224
SYNGR3	229
SYNGR4	234
SNHG12	62
SNIP1	396
SND1-IT1	110
SNN	88
SNAP23	211
SNAP25	206
SNAP29	258
SNAP47	464
SNAPC1	368
SNAPC2	334
SNAPC3	411
SNAPC4	1469
SNAPC5	98
SNPH	494
SNRNP25	132
SNRNP27	155
SNRNP40	357
SNRNP48	339
SNRK	765
SNRPA	282
SNTA1	505
SNTN	147
SNTB1	538
SNTB2	540
SNTG1	517
SNTG2	539
SNURFL	121
SNURF	71
SART1	800
USP39	565
SNW1	536
SNX10	201
SNX11	270
SNX12	172
SNX13	968
SNX14	946
SNX15	342
SNX16	344
SNX17	470
SNX18	628
SNX19	992
SNX1	522
SNX20	316
SNX21	373
SNX22	193
SNX24	169
SNX25	840
SNX27	541
SNX29	813
SNX2	519
SNX30	437
SNX31	440
SNX32	403
SNX33	574
SNX3	162
SNX4	450
SNX5	404
SNX6	406
SNX7	387
SNX8	465
SNX9	595
SIGLEC1	1709
SLCO1A2	670
SLCO1B1	691
SLCO1B3	702
SLCO1B7	640
SLCO1C1	712
SLCO2A1	643
SLCO2B1	709
SLCO3A1	710
SLCO4A1	722
SLCO4C1	724
SLCO5A1	848
SLCO6A1	719
SOAT1	550
SOAT2	522
SLC10A6	377
SOBP	873
SOCS1	211
SOCS2	198
SOCS3	225
SOCS4	440
SOCS5	536
SOCS6	535
SOCS7	581
SOD1	154
SOD3	240
SOD2	222
SOGA1	1423
SOGA3	947
SOHLH1	328
SOHLH2	425
GH2	217
GH1	217
SON	2426
SORCS1	1168
SORCS2	1159
SORCS3	1222
SRI	198
SORL1	2214
SORT1	831
SOS1	1333
SOS2	1332
NABP2	211
NABP1	204
SOSTDC1	206
INIP	104
SOST	213
SOX10	466
SOX11	441
SOX12	315
SOX13	622
SOX14	240
SOX15	233
SOX17	414
SOX18	384
SOX1	391
SOX21	276
SOX2	317
SOX30	753
SOX3	446
SOX4	474
SOX5	763
SOX6	828
SOX7	388
SOX8	446
SOX9	509
PIPOX	390
SP100	879
SP110	689
SAP130	1048
SP140	867
SP140L	580
SUPT16H	1047
SPA17	151
SP1	785
SUPT20HL1	823
SUPT20HL2	817
SUPT20H	779
SP2	613
SAP30L	183
SP3	781
SP4	784
SP5	398
SP6	376
SP7	431
SP8	490
SP9	484
SERPINA11	422
SERPINA12	414
SERPINA13P	307
SPATA24	205
SPATA2L	424
SPATA5L1	753
SPATA6L	392
SERPINA9	417
SPACA7	195
SPAG1	926
SPAG4	437
SPAG5	1193
SPAG6	509
SPAG7	227
SPAG8	426
SPATS1	300
SPATS2	545
SPAST	616
SPATA1	437
SPATA2	520
SPATA4	305
SPATA5	893
SPATA6	488
SPATA7	599
SPATA8	105
SPATA9	254
SERPINB10	397
SERPINB11	392
SERPINB12	405
SERPINB13	391
FTSJ3	847
SERPINB3	390
SERPINB4	390
SERPINB5	375
SERPINB6	376
SERPINB7	380
SERPINB8	374
SPATC1L	340
SERPINB9	376
SPC24	197
SPC25	224
SPCS1	102
SPCS2	226
SPCS3	180
SEPSECS	501
SH3PXD2A	1133
SH3PXD2B	911
SPDYE1	336
SPDYE2	402
SPDYE3	549
SPDYE4	237
SPDYE7P	208
SPDYE6	402
SPDYE5	337
SPDEF	335
	312
	290
SPDL1	605
SPDYA	313
SPDYC	293
SPDYE2B	402
VIPAS39	493
AGMAT	352
SRM	302
SPEF1	236
SPEF2	1822
SPEG	3267
SPEM1	309
SPATC1	591
SPERT	448
SPESP1	350
BCAS2	225
SMNDC1	238
RBM17	401
SPAG16	631
SPAG17	2223
SPG20	666
SPG21	308
SPG7	795
SPG20-AS1	52
SPHAR	63
SPHK1	384
SPHK2	654
SGSH	502
SPI1	270
SPIN2A	258
SPIN2B	258
SERPINI2	405
SPIB	262
SPICE1	855
SPIC	248
SPIDR	915
SPIN1	262
SPIN3	258
SPIN4	249
SPIRE1	756
SPIRE2	714
SPINT1	529
SPINT2	252
SPINT3	89
SPINT4	99
SPHKAP	1700
SNUPN	360
NCKIPSD	722
SPNS1	528
SPNS2	549
SPNS3	512
SPANXA1	97
SPANXB1	103
SPANXC	97
SPANXD	97
SPANXE	97
SPO11	396
SPOCD1	1216
SPON1	807
SPON2	331
SPOPL	392
SPOP	374
SPANXA2-OT1	137
SPP2	211
SPPL2A	520
SPPL2B	592
SPPL2C	684
SPPL3	385
SPRR1A	89
SPRR1B	89
SPRR2A	72
SPRR2B	72
SPRR2D	72
SPRR2E	72
SPRR2F	72
SPRR2G	73
SPARC	303
SPRED1	444
SPRED2	418
SPRED3	410
SPR	261
SPARCL1	664
SPRN	151
SPRR3	169
SPRR4	79
SPRTN	489
SPRYD3	442
SPRYD4	207
SPRYD7	196
SEPHS1	392
SPATS2L	558
SEPHS2	448
SPSB1	273
SPSB2	263
SPSB3	355
SPSB4	273
SMS	366
SPATA12	190
SPATA13	652
SPATA16	569
SPATA17	361
SPATA19	167
SPATA20	786
SPATA21	469
SPATA22	363
SPATA25	227
SPTY2D1	685
SPATA32	384
SPATA33	139
SPATA45	98
SUPT4H1	117
SUPT5H	1087
SUPT6H	1726
SPTA1	2419
SPATA3	192
SPTB	2137
SPTBN1	2364
SPTLC1	473
SPTLC2	562
SPTLC3	552
SPG11	2443
SPTAN1	2472
SPTBN2	2390
SPTBN4	2564
SPTBN5	3674
SPTSSA	71
SPTSSB	76
SLC37A2	501
SLC37A3	494
SPANXN1	72
SPANXN2	180
SPANXN3	141
SPANXN4	99
SPANXN5	72
SPX	116
SPRY1	319
SPRY2	315
SPRY3	288
SPRY4	299
AGXT	392
SPZ1	430
SQRDL	450
SQSTM1	440
U2SURP	1029
SREK1IP1	155
SRA1	236
SERAC1	654
SSC4D	575
SRBD1	995
SREBF1	1147
SREBF2	1141
SORBS1	1292
SORBS2	1100
CTTN	550
SRCAP	3230
SRL	932
HRC	699
SRCIN1	1055
SSC5D	1573
	1027
SRC	536
SCARF2	870
SCARF1	830
SREK1	508
SRFBP1	429
SRF	508
SRGAP2B	458
SRGAP2C	459
SERGEF	458
SRGN	158
SRGAP1	1085
SRGAP2	1071
SRGAP3	1099
SRMS	488
SRP9	86
SRP14	136
SRP19	144
SRP54	504
SRP68	627
SRP72	671
SRPK1	655
SRPK2	688
SRPK3	567
SRPRB	271
SRPR	638
SRPX2	465
SRPX	464
SRRD	339
SRRM1	904
SRRM2	2752
SRRM3	597
SRRM4	611
SRRM5	715
SRRT	876
SRR	340
SRSF10	262
SRSF11	484
SRSF12	261
SRSF1	248
SRSF2	221
SRSF3	164
SRSF4	494
SRSF5	272
SRSF6	344
SRSF7	238
SRSF8	282
SRSF9	221
SERTAD1	236
SERTAD2	314
SERTAD3	196
SERTAD4	356
SERTM1	107
SRXN1	137
SRY	204
SSSCA1	199
SSBP3-AS1	100
SSBP2	361
SSBP3	388
SSBP1	148
SSBP4	385
ALDH5A1	535
PPAN	473
SSFA2	1259
SSH1	1049
SSH2	1423
SSH3	659
SSMEM1	244
SSNA1	119
SSPN	243
SSPO	5147
SSTR1	391
SSTR2	369
SSTR3	418
SSTR4	388
SSTR5	364
SSR1	286
SSR2	183
SSR4	173
SSR3	185
SSRP1	709
SSU72	194
SSUH2	353
SSX10	151
SSX1	188
SSX2	188
SSX3	188
SSX4	188
SSX5	188
SSX6	188
SSX7	188
SSX8	187
SSX9	188
SS18	418
ST13P4	240
ST14	855
STK17A	414
STK17B	372
ST18	1047
SULT1A1	295
SULT1A2	295
SULT1A3	295
SULT1A4	295
SULT1B1	296
SULT1C2	296
SULT1C3	304
SULT1C4	302
SULT1E1	294
ST20	79
SULT2A1	285
SULT2B1	365
STK32A	396
STK32B	414
STK32C	486
STK38L	464
STAG3L1	205
STAG3L2	134
STAG3L4	150
STAG3L3	134
SULT4A1	284
ST5	1137
SUPT7L	414
SULT6B1	303
ST7L	575
ST7	585
STARD13	1113
STAT5A	794
STAT5B	787
STAB1	2570
STAB2	2551
STAMBP	424
STAC2	411
STAC3	364
STAC	402
STAG1	1258
STAG2	1231
STAG3	1225
STAMBPL1	436
STAM	540
STAM2	525
STAP1	295
STAP2	403
STARD3	445
STARD4	205
STARD5	213
STARD6	220
STARD7	370
STARD8	1023
STARD9	4700
STAR	285
ST20-AS1	130
STAT1	750
STAT2	851
STAT3	770
STAT4	748
STAT6	847
STATH	62
STAU1	577
STAU2	570
STXBP5L	1186
STBD1	358
STC1	247
STC2	302
STEAP1	339
STEAP2	490
STEAP3	488
STEAP4	459
STEAP1B	245
NR5A1	461
STH	128
STIL	1287
STIM1	685
STIM2	746
TMEM173	379
STIP1	543
STK10	968
STK11	433
STK16	305
STK19	368
STK24	443
STK25	426
STK26	416
STK31	1019
STK33	514
STK35	534
STK36	1315
STK38	465
STK39	545
STK3	491
STK40	435
STK4	487
STKLD1	680
STMND1	276
STOML1	398
STOML2	356
STOML3	291
STMN1	149
STMN2	179
STMN3	180
STMN4	189
OBFC1	368
STOM	288
STON1	735
STON2	905
STOX1	989
STOX2	926
TNP1	55
TNP2	138
TUT1	874
STPG1	334
STPG2	459
STRA6	667
STRA8	330
STRADA	431
STRADB	418
STRAP	350
STRBP	672
STRCP1	1772
STRC	1775
STRN3	797
STRN4	753
STRN	780
STRIP1	837
STRIP2	834
KIAA0196	1159
STS	583
STT3A	705
STT3B	826
C1orf95	141
STX10	249
STX11	287
STX12	276
STX16	325
STX17	302
STX18	335
STX19	294
STX1A	288
STX1B	288
STX2	288
STX3	289
STX4	297
STX5	355
STX6	255
STX7	261
STX8	236
STXBP1	594
STXBP2	593
STXBP3	592
STXBP4	553
STXBP5	1151
STXBP6	210
STYK1	422
STYXL1	313
STYX	223
SUCLG1	346
SUCLA2	463
SUCLG2	432
SUGCT	445
SUCO	1254
SUCNR1	334
SUFU	484
SUGP1	645
SUGP2	1082
SUGT1	365
RBPJ	500
SI	1827
SULF1	871
SULF2	870
SUMF1	374
SUMF2	301
SUMO1	101
SUMO2	95
SUMO3	103
SUMO4	95
SUN1	812
SUN2	717
SUN3	357
SUN5	379
SUOX	545
SUPT3H	399
ERVH48-1	160
SURF1	300
SURF2	256
SURF4	269
SURF6	361
SUSD1	747
SUSD2	822
SUSD3	255
SUSD4	490
SUSD5	629
SUPV3L1	786
SUV39H1	412
SUV39H2	410
SUZ12	739
SV2A	742
SV2B	683
SV2C	727
SUV420H1	885
SUV420H2	462
SVEP1	3571
SVIL	2214
SVIP	77
SVOPL	492
SVOP	548
SOWAHA	549
SOWAHB	793
SOWAHC	525
SOWAHD	315
SWSAP1	229
SLC50A1	221
SWI5	235
SWAP70	585
SWT1	900
SYT14L	188
AARS	968
AARS2	985
SYAP1	352
SYBU	663
SYCE1L	242
SYCP2L	812
CARS	748
SYCE1	351
SYCE2	218
SYCE3	88
CARS2	564
SYCN	134
SYCP1	976
SYCP2	1530
SYCP3	236
ERVW-1	538
ERVFRD-1	538
DARS	501
SYDE1	735
SYDE2	1194
DARS2	645
EARS2	523
EPRS	1512
XAB2	855
SYF2	243
FARSA	508
FARSB	589
FARS2	451
SYNGAP1	1343
GARS	739
HARS	509
HARS2	506
IARS	1262
IARS2	1012
SYNJ2BP	145
KARS	597
LARS	1176
LARS2	903
MARS	900
MARS2	593
SYMPK	1274
SYNDIG1L	238
SYN1	705
SYN2	582
SYN3	580
SYNC	482
NARS	548
SYNE1	8797
SYNE2	6885
SYNE3	975
SYNE4	404
SYNM	1565
SYNDIG1	258
SYNJ1	1573
SYNJ2	1496
NARS2	477
SYNPO2	1093
SYNPO	929
SYNPR	265
SYNRG	1314
SYNPO2L	977
SYP	313
SYPL1	259
SYPL2	272
PARS2	475
QARS	775
RARS	660
RARS2	578
SYS1	156
SARS	514
SARS2	518
SYT10	523
SYT11	431
SYT12	421
SYT13	426
SYT14	555
SYT15	421
SYT16	645
SYT17	474
SYT1	422
SYT2	419
SYT3	590
SYT4	425
SYT5	386
SYT6	510
SYT7	403
SYT8	401
SYT9	491
TARSL2	802
TARS	723
SYTL1	562
SYTL2	934
SYTL3	610
SYTL4	671
SYTL5	730
TARS2	718
SNCA	140
SNCB	134
SNCG	127
VARS	1264
VARS2	1063
SYVN1	617
WARS	471
WARS2	360
YARS	528
YARS2	477
SZRD1	152
SZT2	3432
TMEM106A	262
TMEM106B	274
TMEM106C	250
TIMM10B	103
TSGA10IP	556
TCP11L1	509
TCP11L2	519
TCP11X1	312
TCP11X2	407
TMEM120A	343
TMEM120B	339
TMEM126A	195
TMEM126B	230
KIAA0922	1609
TMEM132A	1023
TMEM132B	1078
TMEM132C	1108
TMEM132D	1099
TMEM132E	984
TMEM150A	271
TMEM150B	233
TMEM150C	249
TMEM151A	468
TMEM151B	566
TMEM161A	479
TMEM161B	487
TMEM170A	144
TMEM170B	132
TMEM176A	235
TMEM176B	270
TMEM178A	297
TMEM178B	294
TMEM179	233
TMEM179B	219
TMEM183A	376
TMEM183B	376
TMEM184A	413
TMEM184B	407
TMEM184C	438
TMEM185A	350
TMEM185B	350
TMEM191A	160
TMEM191B	160
TMEM191C	121
TMEM194A	444
TMEM194B	417
TMEM200A	491
TMEM200B	307
TMEM200C	621
TMEM229A	380
TMEM229B	167
TSC22D1	1073
TSC22D2	780
TSC22D3	134
TSC22D4	395
TDO2	406
TMEM255A	349
TMEM255B	326
GTF2A2	109
GTF2E1	439
GTF2E2	291
GTF2F1	517
GTF2F2	249
GTF2H2C;	395
TAS2R10	307
TAS2R13	303
TAS2R14	317
TAS2R16	291
TAS2R19	299
TAS2R20	309
TAS2R30	319
TAS2R31	309
TAS2R38	333
TAS2R39	338
TAS2R40	323
TAS2R41	307
TAS2R42	314
TAS2R43	309
TAS2R46	309
TAS2R45	299
TAS2R50	299
TAS2R60	318
L3HYPDH	354
TRAF3IP3	551
TRIM49D1	452
TM4SF18	201
TM4SF19	209
TM4SF1	202
TM4SF20	229
TM4SF4	202
TM4SF5	197
TP53TG1	90
TP53TG3	132
TP53TG5	290
TP53INP1	240
TP53INP2	220
TP73-AS1	201
TAS2R1	299
TAS2R3	316
TAS2R4	299
TAS2R5	299
TAS2R7	318
TAS2R8	309
TAS2R9	312
TBXA2R	343
	56
TAAR1	339
TAAR2	351
TAAR3	343
TAAR5	337
TAAR6	345
TAAR8	342
TAAR9	348
TAB1	504
TAB2	693
TAB3	712
TC2N	490
TACC1	805
TACC2	2948
TACC3	838
TACSTD2	323
TACO1	297
CD96	585
TADA2A	443
TADA2B	420
TADA1	335
TADA3	432
TARDBP	414
TAF10	218
TAF11	211
TAF12	161
TAF13	124
TAF1A	450
TAF1B	588
TAF1C	869
TAF1D	278
TAF1L	1826
TAF1	1872
TAF2	1199
TAF3	929
TAF4B	862
TAF4	1085
TAF5L	589
TAF5	800
TAF6L	622
TAF6	677
TAF7L	462
TAF7	349
TAF8	310
TAF9B	251
TAF9	264
TAGAP	731
TAGLN2	199
TAGLN3	199
TAGLN	201
TAL1	331
TAL2	108
ZNF365	216
KIAA0586	1533
TALDO1	337
TAMM41	452
TANC1	1861
TANC2	1990
TANK	425
TAOK1	1001
TAOK2	1235
TAOK3	898
TAP1	808
CCDC59	241
TAP2	686
TAPT1	567
TRIOBP	2365
TARBP1	1621
TARM1	271
ABI3BP	1075
TASP1	420
TATDN1	297
TATDN2	761
TATDN3	274
MAPT	758
TAX1BP1	789
TAZ	292
TBC1D10A	508
TBC1D10B	808
TBC1D10C	446
TMSB15A	45
TMSB15B	45
TNKS1BP1	1729
TBC1D22A	517
TBC1D22B	505
TUBA1A	451
TUBA1B	451
TUBA1C	449
TUBA3C	450
TUBA3E	450
TUBA4A	448
TUBA4B	241
TUBA8	449
TUBAL3	446
TBATA	351
TUBB1	451
TUBB2A	445
TUBB2B	445
TUBB3	450
TUBB4A	444
TUBB4B	445
TUBB	444
TUBB6	446
	444
TUBB8	444
TBC1D12	775
TBC1D13	400
TBC1D14	693
TBC1D15	691
TBC1D16	767
TBC1D17	648
TBC1D19	526
TBC1D20	403
TBC1D21	336
TBC1D23	699
TBC1D24	559
TBC1D25	688
TBC1D26	250
TBC1D28	210
TBC1D29	150
TBC1D30	924
TBC1D31	1066
TBC1D3	549
TBC1D3B	549
TBC1D3C	549
TBC1D3D	549
TBC1D3E	549
TBC1D3F	549
TBC1D3G	549
TBC1D3H	549
TBC1D3I	549
TBC1D3K	549
TBC1D3L	549
TBC1D8B	1120
TBC1D9B	1250
TBCA	108
TBCB	244
TBCCD1	557
TBCC	346
TBC1D1	1168
TBC1D4	1298
TBC1D5	795
TBC1D7	293
TBC1D8	1140
TBC1D9	1266
TBCD	1192
TBCEL	424
TBCE	527
TBCK	893
TBC1D2	928
TBC1D2B	963
TUBD1	453
TUBE1	475
TUBG1	451
TUBG2	451
TBK1	729
TBKBP1	615
TBL1XR1	514
TBL1X	577
TBL1Y	522
TBL2	447
TBL3	808
TBPL1	186
TBPL2	375
TBP	339
TBR1	682
TBRG1	411
TBRG4	631
TBX10	385
TBX15	602
TBX18	607
TBX19	448
TBX1	398
TBX20	447
TBX21	535
TBX22	520
TBX2	712
TBX3	743
TBX4	545
TBX5	518
TBX6	436
TCTEX1D1	179
TCTEX1D2	142
TCTE3	198
TCTEX1D4	221
TCAIM	496
TCEAL1	157
TCEAL2	227
TCEAL3	200
TCEAL4	215
TCEAL5	206
TCEAL6	200
TCEAL7	100
TCEAL8	117
TICAM1	712
TICAM2	235
TRAC	142
TCEA1	301
TCEA2	299
TCEA3	348
TCF15	199
TCF19	345
TCF20	1960
TCF21	179
TCF23	214
TCF24	167
TCF25	676
TCF7	384
TCFL5	500
TCHHL1	904
TCHP	498
TCL1A	114
TCL1B	128
TCN1	433
TCN2	427
TCOF1	1488
TCP10	353
TCP11	503
TCP10L	215
TCP10L2	353
SUB1	127
TCP1	556
CCT2	535
CCT4	539
CCT5	541
CCT3	545
CCT7	543
CCT8L1P	557
CCT8L2	557
CCT8	548
TECPR1	1165
TECPR2	1411
CCT6B	530
CCT6A	531
TCERG1	1098
TCERG1L	586
TPT1P8	139
TCTE1	501
TCTA	103
TPT1	172
TDGF1	188
TDGF1P3	188
TDG	410
TDH	230
DNTTIP1	329
DNTTIP2	756
TDRD10	366
TDRD12	1177
TDRD15	1934
TDRD1	1180
TDRD3	651
TDRD5	981
TDRD6	2096
TDRD7	1098
TDRD9	1382
TDRG1	100
TDRKH	561
TDRP	185
DNTT	509
TERF2IP	399
TEAD1	426
TEAD2	447
TEAD3	435
TEAD4	434
TCEANC2	208
TCEANC	351
PTGES3	160
TECRL	363
TECR	308
TCTN1	587
TCTN2	697
TCTN3	607
TECTA	2155
TECTB	329
TEC	631
TEDDM1	273
TMEFF1	380
TMEFF2	374
TEFM	360
TEF	303
TEKT1	418
TEKT2	430
TEKT3	490
TEKT4	435
TEKT5	485
TELO2	837
TCAP	167
TEN1	123
TENM1	2725
TENM2	2774
TENM3	2699
TENM4	2769
TNC	2201
TENC1	1409
TNN	1299
TNR	1358
TNS1	1735
TNS3	1445
TNS4	715
TNXA	311
TNXB	4289
TEP1	2627
TEPP	271
VCP	806
CCDC79	727
TERF1	439
TERF2	542
TERT	1132
TESK1	626
TESK2	571
TESPA1	521
PRSS21	314
TES	421
TET1	2136
TET2	2002
TET3	1660
CLEC3B	202
TEX10	929
TEX11	940
TEX12	123
TEX14	1497
TEX15	2789
TEX19	164
TEX22	150
TEX26	289
TEX28	410
TEX29	151
TEX2	1127
TEX30	227
TEX33	280
Tex35	233
TEX36	186
TEX37	180
TEX38	206
TEX40	200
TEX43	134
TEX9	391
GTF2A1	376
GTF2A1L	478
GTF2B	316
GTF2H1	548
GTF2H2	395
GTF2H3	308
GTF2H4	462
GTF2H5	71
TFCP2L1	479
TGIF2LX	241
TGIF2LY	185
GTF3A	365
BRF1	677
GTF3C1	2109
GTF3C2	911
GTF3C3	886
GTF3C4	822
GTF3C5	519
GTF3C6	213
RELA	551
TCF7L1	588
TCF7L2	619
TFAM	246
TFAP4	338
TFB1M	346
TFB2M	396
TFCP2	502
TFDP1	410
TFDP2	446
TFDP3	405
TCF3	654
TFE3	575
TFEB	476
TFEC	347
TFF1	84
TFF2	129
TFF3	80
TFG	400
TNFAIP8	198
TFIP11	837
TFPI	304
TFPI2	235
TFPT	253
TFRC	760
TFR2	801
F3	295
TGFBR3	851
TGDS	350
TGFBRAP1	860
TGFA	160
TGFB1	390
TGFB2	414
TGFB3	412
TGFB1I1	461
TGFBR1	503
TGFBR2	567
TGIF1	401
TGIF2	237
TGM1	817
TGM2	687
TGM6	706
TGM3	693
TGM4	684
TGM5	720
TGM7	710
TGOLN2	480
TGFBR3L	316
TGS1	853
QTRT1	403
THAP10	257
THAP11	314
THADA	1953
THAP1	213
THAP2	228
THAP3	239
THAP4	577
THAP5	395
THAP6	222
THAP7	309
THAP8	274
THAP9	903
TBXAS1	533
THRA	490
SERPINA7	415
THRB	461
THEGL	465
THEG	379
THEM4	240
THEM6	208
THG1L	298
ACAT2	397
ACAA1	424
ACAT1	427
ACAA2	397
TXN2	166
TXN	105
THEMIS	641
THEMIS2	643
THNSL1	743
THNSL2	484
THOC1	657
THOC2	1593
THOC3	351
ALYREF	257
THOC5	683
THOC6	341
THOC7	204
THOP1	689
F2	622
THRSP	146
THSD7A	1657
THSD7B	1608
THSD1	852
THSD4	1018
MPST	297
THTPA	230
TST	297
THUMPD1	353
THUMPD2	503
THUMPD3	507
THY1	161
TG	2768
THYN1	225
TIMM17A	171
TIMM17B	172
TIMM23B	257
TIA1	386
TIAF1	115
TIAM1	1591
TIAM2	1701
TIAL1	375
SPOCK1	439
SPOCK2	424
SPOCK3	436
TICRR	1910
TIMMDC1	285
TIE1	1138
TEK	1124
TRIM24	1050
TRIM28	835
TIFAB	161
TIFA	184
RARRES1	294
TIGAR	270
TIGD1	591
TIGD2	525
TIGD3	471
TIGD4	512
TIGD5	642
TIGD6	521
TIGD7	549
TIGIT	244
